edge_id,from,to,interaction_type,country,theme,effect,direct_or_indirect,bidirectional,context_dependent,interaction_summary,policy_tension,evidence_level,reference,amr_driver,challenge,distalness,type2,source
P209,amr03,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-06’s investments in water resource management, infrastructure, enforcement and inclusive WASH services create the enabling environment for AMR-03’s community-level IPC measures, while AMR-03’s emphasis on safe waste disposal and water quality supports higher compliance and uptake of SDG-06’s WASH infrastructure and services.",Mutual implementation benefit (Infection prevention),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Implementation
P210,amr03,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies target the driver of poor WASH infrastructure by seeking to improve access to safe water, sanitation and hygiene in communities, thereby reducing infection risk and mitigating AMR emergence.",Objective alignment on a shared AMR driver (Infection prevention),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Objective
P211,amr03,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Slum upgrading under SDG-11 commonly involves water supply, sanitation, drainage, and waste management improvements, directly facilitating the community WASH enhancements of AMR-03. Conversely, AMR-03’s nationwide expansion of safe water and waste disposal services creates a stronger infrastructure base that makes slum housing upgrades more effective and sustainable.",Mutual implementation benefit (Infection prevention),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Implementation
P212,amr03,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to strengthen infrastructure that underpins infection prevention: AMR-03 by expanding access to safe water, waste disposal, and treatment in communities, and SDG-11 by upgrading slum infrastructure and providing decent housing. By improving WASH‐related and housing infrastructure together, they jointly push down the driver of poor access to WASH and related facilities.",Objective alignment on a shared AMR driver (Infection prevention),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Objective
P213,sdg06,sdg11,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Slum upgrading under SDG-11 typically involves provision and rehabilitation of basic services (water supply, toilets, drainage), easing the deployment of SDG-06’s water resource management and WASH service expansion in these areas. Conversely, strengthened water regulation, infrastructure financing, and service delivery from SDG-06 create the technical and institutional foundation that makes urban housing improvements and slum upgrades more feasible.",Mutual implementation benefit (Infection prevention),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Implementation
P214,sdg06,sdg11,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to strengthen infrastructure and living conditions in urban settings, directly tackling poor access to WASH and related services. SDG-06 focuses on delivering reliable safe water and sanitation for all, while SDG-11 seeks to upgrade housing and slum infrastructure, which inherently includes basic WASH facilities. Together they push the shared driver toward improved access and use of WASH.",Objective alignment on a shared AMR driver (Infection prevention),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Objective
P215,amr03,sdg02,AMR-SDG,Uganda,Agriculture & Food Systems,Align,Direct,TRUE,FALSE,"Implementation of Policy 1 (guidelines on farm hygiene, sanitation, infection prevention and biosecurity) equips producers with the specific practices needed to meet the product quality and food safety standards enforced by Policy 2. Conversely, the strengthened enforcement and market incentives under Policy 2 increase producers’ willingness and resources to adopt the biosecurity guidelines from Policy 1. This positive feedback loop makes it easier to implement both policies.",Mutual implementation benefit (Infection prevention),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor animal husbandry practice and bio-risk management,Infection prevention,0.508062424,Proximal,Implementation
P216,amr03,sdg02,AMR-SDG,Uganda,Agriculture & Food Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to improve farm-level practices that reduce AMR risk by promoting biosecurity and food safety. Policy 1 directly targets on‐farm bio-risk management, while Policy 2 uses market access incentives tied to food safety and environmental standards, which encourages farms to adopt better biosecurity measures. Together they push the shared driver of poor husbandry and biosafety practices in the same direction, producing cumulative benefits.",Objective alignment on a shared AMR driver (Infection prevention),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor animal husbandry practice and bio-risk management,Infection prevention,0.508062424,Proximal,Objective
P217,amr04,sdg03,AMR-SDG,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"Building local manufacturing capacity under SDG-03 provides a stable domestic source of antibiotics that can feed into the financing, procurement, and distribution systems established by AMR-04. Conversely, the enhanced funding, supply-chain coordination, and distribution mechanisms of AMR-04 create robust market channels for locally produced antibiotics, creating a reinforcing positive loop.",Mutual implementation benefit (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",shortage of quality antibiotics in the market,Access,0.473611111,Proximal,Implementation
P218,amr04,sdg03,AMR-SDG,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies target the shortage of quality antibiotics by addressing complementary supply‐side constraints. AMR-04 focuses on optimizing access through financing, distribution, and procurement mechanisms, while SDG-03 strengthens local pharmaceutical manufacturing infrastructure. Together they push the shared driver in the same direction by increasing production capacity and ensuring efficient delivery of quality antimicrobials.",Objective alignment on a shared AMR driver (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",shortage of quality antibiotics in the market,Access,0.473611111,Proximal,Objective
P219,amr05,sdg03,AMR-SDG,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"AMR-05 establishes and funds research mechanisms, laboratory capacity, and international screening partnerships that generate novel antimicrobial candidates. SDG-03 promotes broader health research, technology uptake, and supports local pharmaceutical manufacturing. The infrastructure and discoveries produced under AMR-05 are more readily adopted and scaled by the manufacturers and technology uptake pathways created under SDG-03, while SDG-03’s manufacturing support and innovation uptake channels create markets and implementation pathways that incentivize and ease AMR-05 research activities. This reciprocal reinforcement creates a mutual benefit.",Mutual implementation benefit (Innovation),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",the decline in antibiotics research & development,Innovation,0.617173521,Distal,Implementation
P220,amr05,sdg03,AMR-SDG,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies seek to strengthen the health research and innovation pipeline. AMR-05 is explicitly focused on accelerating antimicrobial discovery, alternative treatments, diagnostics, and international collaboration, while SDG-03 aims to improve population health through the promotion of health research, innovation, and technology uptake. Together they reinforce the strategic direction of boosting R&D capacity and translating research into impactful health products, thereby cumulatively addressing the driver of declining antibiotic R&D.",Objective alignment on a shared AMR driver (Innovation),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",the decline in antibiotics research & development,Innovation,0.617173521,Distal,Objective
P221,amr05,sdg09,AMR-SDG,Uganda,Governance & Financing,Align,Direct,FALSE,TRUE,"SDG-09’s creation of a national innovation strategy and increased R&D funding provides the institutional framework, funding streams and infrastructure that make AMR-05’s targeted antimicrobial research activities easier to implement, while AMR-05’s specific research support does not directly facilitate the broader cross-sector R&D mechanisms under SDG-09.",One-sided implementation benefit (Innovation),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",the decline in antibiotics research & development,Innovation,0.617173521,Distal,Implementation
